,Driveline,Height
1064,All-wheel drive,109
1065,Front-wheel drive,109
1066,Front-wheel drive,109
1067,All-wheel drive,109
1068,Front-wheel drive,191
1069,Front-wheel drive,191
1070,All-wheel drive,191
1071,Front-wheel drive,191
1072,All-wheel drive,191
1073,All-wheel drive,191
1074,Front-wheel drive,191
1075,All-wheel drive,191
1076,All-wheel drive,191
1077,Front-wheel drive,244
1078,Front-wheel drive,244
1079,Front-wheel drive,244
1080,Front-wheel drive,244
1081,Front-wheel drive,191
1082,Front-wheel drive,191
1083,All-wheel drive,191
1084,All-wheel drive,191
1085,Front-wheel drive,191
1086,All-wheel drive,191
1087,All-wheel drive,191
1088,Front-wheel drive,191
1089,All-wheel drive,191
1090,All-wheel drive,191
1091,Front-wheel drive,109
1092,Front-wheel drive,109
1093,Front-wheel drive,109
1094,All-wheel drive,109
1095,Front-wheel drive,109
1096,All-wheel drive,109
1097,Front-wheel drive,120
1098,Front-wheel drive,148
1099,Front-wheel drive,148
1100,All-wheel drive,148
1101,All-wheel drive,148
1102,All-wheel drive,148
1103,Front-wheel drive,148
1104,Front-wheel drive,120
1105,All-wheel drive,148
1106,Front-wheel drive,148
1107,All-wheel drive,220
1108,All-wheel drive,220
1109,Front-wheel drive,191
1110,Front-wheel drive,191
1111,All-wheel drive,191
1112,All-wheel drive,191
1113,Front-wheel drive,191
1114,All-wheel drive,191
1115,All-wheel drive,191
1116,Front-wheel drive,191
1117,All-wheel drive,191
1118,Front-wheel drive,191
1119,All-wheel drive,191
1120,Front-wheel drive,191
1121,All-wheel drive,191
1122,Front-wheel drive,148
1123,Front-wheel drive,148
1124,Front-wheel drive,148
1125,Front-wheel drive,150
1126,Four-wheel drive,191
1127,Four-wheel drive,191
1128,All-wheel drive,137
1129,Rear-wheel drive,137
1130,Rear-wheel drive,137
1131,Rear-wheel drive,137
1132,Rear-wheel drive,132
1133,Rear-wheel drive,132
1134,Rear-wheel drive,132
1135,Rear-wheel drive,137
1136,Rear-wheel drive,137
1137,All-wheel drive,137
1138,Rear-wheel drive,137
1139,Rear-wheel drive,127
1140,Rear-wheel drive,127
1141,Rear-wheel drive,142
1142,Rear-wheel drive,142
1143,Front-wheel drive,148
1144,Front-wheel drive,120
1145,Four-wheel drive,148
1146,Four-wheel drive,148
1147,Four-wheel drive,120
1148,Four-wheel drive,120
1149,Front-wheel drive,148
1150,Front-wheel drive,120
1151,Front-wheel drive,120
1152,Rear-wheel drive,127
1153,Rear-wheel drive,142
1154,Rear-wheel drive,142
1155,Rear-wheel drive,134
1156,Rear-wheel drive,109
1157,Rear-wheel drive,223
1158,Rear-wheel drive,223
1159,Rear-wheel drive,223
1160,Rear-wheel drive,223
1161,Rear-wheel drive,223
1162,Rear-wheel drive,223
1163,Rear-wheel drive,223
1164,Rear-wheel drive,223
1165,Rear-wheel drive,134
1166,Rear-wheel drive,223
1167,Rear-wheel drive,223
1168,Rear-wheel drive,223
1169,Rear-wheel drive,223
1170,Rear-wheel drive,223
1171,Rear-wheel drive,223
1172,Rear-wheel drive,223
1173,Rear-wheel drive,223
1174,Front-wheel drive,71
1175,Front-wheel drive,71
1176,Front-wheel drive,71
1177,Front-wheel drive,71
1178,Front-wheel drive,71
1179,Front-wheel drive,71
1180,Front-wheel drive,71
1181,Front-wheel drive,71
1182,Front-wheel drive,71
1183,Front-wheel drive,71
1184,Front-wheel drive,71
1185,Front-wheel drive,71
1186,Front-wheel drive,71
1187,Front-wheel drive,71
1188,Rear-wheel drive,223
1189,Rear-wheel drive,223
1190,Rear-wheel drive,223
1191,Rear-wheel drive,223
1192,Rear-wheel drive,223
1193,Rear-wheel drive,223
1194,Rear-wheel drive,223
1195,Rear-wheel drive,223
1196,Front-wheel drive,148
1197,Four-wheel drive,148
1198,Front-wheel drive,148
1199,Four-wheel drive,148
1200,Front-wheel drive,208
1201,Four-wheel drive,208
1202,Front-wheel drive,208
1203,Four-wheel drive,208
1204,Front-wheel drive,208
1205,Four-wheel drive,208
1206,Front-wheel drive,208
1207,Four-wheel drive,208
1208,Front-wheel drive,94
1209,Front-wheel drive,94
1210,Front-wheel drive,94
1211,Rear-wheel drive,223
1212,Rear-wheel drive,223
1213,Rear-wheel drive,223
1214,Rear-wheel drive,223
1215,Rear-wheel drive,223
1216,Rear-wheel drive,223
1217,Rear-wheel drive,223
1218,Rear-wheel drive,223
1219,Front-wheel drive,94
1220,Front-wheel drive,94
1221,Front-wheel drive,109
1222,Front-wheel drive,101
1223,Front-wheel drive,231
1224,Front-wheel drive,231
1225,All-wheel drive,231
1226,Front-wheel drive,231
1227,Front-wheel drive,231
1228,All-wheel drive,231
1229,Front-wheel drive,193
1230,Front-wheel drive,190
1231,Front-wheel drive,190
1232,Front-wheel drive,193
1233,Rear-wheel drive,175
1234,Rear-wheel drive,175
1235,Front-wheel drive,210
1236,Front-wheel drive,210
1237,Front-wheel drive,210
1238,Front-wheel drive,210
1239,Front-wheel drive,210
1240,Front-wheel drive,210
1241,All-wheel drive,13
1242,Rear-wheel drive,175
1243,Rear-wheel drive,175
1244,Rear-wheel drive,142
1245,Rear-wheel drive,142
1246,Rear-wheel drive,193
1247,Rear-wheel drive,193
1248,Rear-wheel drive,193
1249,Rear-wheel drive,193
1250,All-wheel drive,193
1251,Rear-wheel drive,193
1252,Rear-wheel drive,193
1253,Rear-wheel drive,193
1254,All-wheel drive,193
1255,Rear-wheel drive,193
1256,Rear-wheel drive,193
1257,Rear-wheel drive,223
1258,Rear-wheel drive,193
1259,Rear-wheel drive,193
1260,All-wheel drive,193
1261,Rear-wheel drive,193
1262,Rear-wheel drive,163
1263,Four-wheel drive,163
1264,Four-wheel drive,163
1265,Four-wheel drive,163
1266,Rear-wheel drive,163
1267,Four-wheel drive,163
1268,Four-wheel drive,163
1269,Rear-wheel drive,163
1270,Four-wheel drive,163
1271,Four-wheel drive,163
1272,Rear-wheel drive,104
1273,Rear-wheel drive,104
1274,Rear-wheel drive,104
1275,Rear-wheel drive,104
1276,Rear-wheel drive,54
1277,All-wheel drive,54
1278,Rear-wheel drive,54
1279,All-wheel drive,54
1280,Rear-wheel drive,117
1281,Rear-wheel drive,117
1282,Rear-wheel drive,104
1283,Rear-wheel drive,104
1284,Rear-wheel drive,104
1285,Rear-wheel drive,91
1286,Rear-wheel drive,104
1287,Rear-wheel drive,36
1288,All-wheel drive,36
1289,Rear-wheel drive,36
1290,All-wheel drive,36
1291,Rear-wheel drive,117
1292,Rear-wheel drive,117
1293,Rear-wheel drive,111
1294,Rear-wheel drive,111
1295,Rear-wheel drive,223
1296,Rear-wheel drive,223
1297,Rear-wheel drive,223
1298,Rear-wheel drive,223
1299,Rear-wheel drive,223
1300,Rear-wheel drive,223
1301,Rear-wheel drive,223
1302,Rear-wheel drive,223
1303,All-wheel drive,185
1304,All-wheel drive,185
1305,Rear-wheel drive,185
1306,Rear-wheel drive,185
1307,Rear-wheel drive,162
1308,Rear-wheel drive,94
1309,All-wheel drive,114
1310,All-wheel drive,114
1311,Rear-wheel drive,94
1312,Rear-wheel drive,94
1313,Rear-wheel drive,94
1314,All-wheel drive,114
1315,All-wheel drive,114
1316,Rear-wheel drive,212
1317,Rear-wheel drive,212
1318,Rear-wheel drive,212
1319,Rear-wheel drive,212
1320,Rear-wheel drive,212
1321,Rear-wheel drive,212
1322,Front-wheel drive,221
1323,Front-wheel drive,231
1324,Rear-wheel drive,212
1325,Rear-wheel drive,212
1326,Rear-wheel drive,212
1327,Rear-wheel drive,212
1328,Rear-wheel drive,212
1329,Rear-wheel drive,212
1330,Rear-wheel drive,212
1331,Rear-wheel drive,212
1332,All-wheel drive,114
1333,Rear-wheel drive,94
1334,All-wheel drive,114
1335,Rear-wheel drive,94
1336,Rear-wheel drive,94
1337,All-wheel drive,114
1338,Rear-wheel drive,94
1339,All-wheel drive,114
1340,Rear-wheel drive,94
1341,Rear-wheel drive,212
1342,Rear-wheel drive,212
1343,Rear-wheel drive,212
1344,Rear-wheel drive,212
1345,Rear-wheel drive,212
1346,Rear-wheel drive,212
1347,Rear-wheel drive,212
1348,Rear-wheel drive,212
1349,Rear-wheel drive,190
1350,All-wheel drive,190
1351,Rear-wheel drive,190
1352,Rear-wheel drive,162
1353,Rear-wheel drive,190
1354,All-wheel drive,190
1355,Rear-wheel drive,212
1356,Rear-wheel drive,212
1357,Rear-wheel drive,212
1358,Rear-wheel drive,212
1359,Rear-wheel drive,212
1360,Rear-wheel drive,212
1361,Rear-wheel drive,212
1362,Rear-wheel drive,212
1363,All-wheel drive,216
1364,Four-wheel drive,138
1365,Four-wheel drive,138
1366,Four-wheel drive,138
1367,All-wheel drive,138
1368,Rear-wheel drive,212
1369,Rear-wheel drive,212
1370,Rear-wheel drive,212
1371,Rear-wheel drive,212
1372,Rear-wheel drive,212
1373,Rear-wheel drive,212
1374,Rear-wheel drive,212
1375,Rear-wheel drive,212
1376,Rear-wheel drive,212
1377,Rear-wheel drive,212
1378,Rear-wheel drive,212
1379,Rear-wheel drive,212
1380,Rear-wheel drive,212
1381,Rear-wheel drive,212
1382,Rear-wheel drive,212
1383,Rear-wheel drive,212
1384,Rear-wheel drive,212
1385,Rear-wheel drive,212
1386,Rear-wheel drive,212
1387,Rear-wheel drive,212
1388,Rear-wheel drive,212
1389,Rear-wheel drive,212
1390,Rear-wheel drive,212
1391,Rear-wheel drive,212
1392,Rear-wheel drive,223
1393,All-wheel drive,193
1394,Rear-wheel drive,64
1395,Rear-wheel drive,223
1396,All-wheel drive,193
1397,Rear-wheel drive,223
1398,All-wheel drive,193
1399,Rear-wheel drive,193
1400,All-wheel drive,193
1401,Rear-wheel drive,193
1402,All-wheel drive,193
1403,Rear-wheel drive,193
1404,Rear-wheel drive,193
1405,All-wheel drive,200
1406,All-wheel drive,200
1407,Front-wheel drive,236
1408,Front-wheel drive,236
1409,Front-wheel drive,236
1410,Front-wheel drive,183
1411,All-wheel drive,142
1412,Front-wheel drive,183
1413,All-wheel drive,183
1414,Rear-wheel drive,142
1415,All-wheel drive,142
1416,Rear-wheel drive,142
1417,Rear-wheel drive,142
1418,All-wheel drive,142
1419,Rear-wheel drive,142
1420,Rear-wheel drive,142
1421,All-wheel drive,142
1422,Rear-wheel drive,102
1423,Rear-wheel drive,102
1424,Four-wheel drive,102
1425,Four-wheel drive,102
1426,Four-wheel drive,102
1427,Rear-wheel drive,102
1428,Four-wheel drive,102
1429,Four-wheel drive,102
1430,Rear-wheel drive,102
1431,Four-wheel drive,102
1432,Four-wheel drive,102
1433,Front-wheel drive,94
1434,Front-wheel drive,183
1435,Front-wheel drive,183
1436,Front-wheel drive,183
1437,Front-wheel drive,183
1438,Rear-wheel drive,36
1439,All-wheel drive,36
1440,Rear-wheel drive,36
1441,All-wheel drive,36
1442,Rear-wheel drive,139
1443,All-wheel drive,144
1444,Rear-wheel drive,139
1445,Rear-wheel drive,144
1446,All-wheel drive,144
1447,All-wheel drive,144
1448,All-wheel drive,144
1449,Rear-wheel drive,139
1450,Rear-wheel drive,139
1451,All-wheel drive,46
1452,All-wheel drive,46
1453,All-wheel drive,46
1454,Front-wheel drive,231
1455,Front-wheel drive,221
1456,All-wheel drive,46
1457,All-wheel drive,46
1458,All-wheel drive,46
1459,Front-wheel drive,254
1460,Front-wheel drive,254
1461,Front-wheel drive,254
1462,Front-wheel drive,254
1463,Rear-wheel drive,163
1464,All-wheel drive,163
1465,All-wheel drive,163
1466,Rear-wheel drive,163
1467,Rear-wheel drive,144
1468,All-wheel drive,144
1469,Rear-wheel drive,139
1470,All-wheel drive,144
1471,All-wheel drive,144
1472,Rear-wheel drive,139
1473,Rear-wheel drive,139
1474,All-wheel drive,144
1475,Rear-wheel drive,139
1476,Front-wheel drive,188
1477,Front-wheel drive,188
1478,All-wheel drive,186
1479,Front-wheel drive,188
1480,Front-wheel drive,188
1481,Four-wheel drive,186
1482,Four-wheel drive,186
1483,Front-wheel drive,188
1484,Front-wheel drive,188
1485,Four-wheel drive,186
1486,Four-wheel drive,186
1487,Front-wheel drive,188
1488,Front-wheel drive,188
1489,All-wheel drive,186
1490,Front-wheel drive,188
1491,Front-wheel drive,188
1492,All-wheel drive,186
1493,All-wheel drive,186
1494,Front-wheel drive,188
1495,Front-wheel drive,188
1496,All-wheel drive,186
1497,All-wheel drive,125
1498,All-wheel drive,125
1499,All-wheel drive,125
1500,All-wheel drive,125
1501,Front-wheel drive,195
1502,Front-wheel drive,195
1503,Front-wheel drive,195
1504,Front-wheel drive,195
1505,Front-wheel drive,195
1506,Front-wheel drive,195
1507,Front-wheel drive,195
1508,Front-wheel drive,195
1509,Front-wheel drive,195
1510,All-wheel drive,137
1511,Rear-wheel drive,137
1512,All-wheel drive,137
1513,Rear-wheel drive,137
1514,Front-wheel drive,195
1515,Front-wheel drive,195
1516,Front-wheel drive,195
1517,Front-wheel drive,195
1518,Front-wheel drive,195
1519,Front-wheel drive,195
1520,Front-wheel drive,195
1521,Front-wheel drive,132
1522,Front-wheel drive,132
1523,Front-wheel drive,132
1524,All-wheel drive,132
1525,Front-wheel drive,132
1526,All-wheel drive,132
1527,All-wheel drive,132
1528,Front-wheel drive,188
1529,Front-wheel drive,188
1530,All-wheel drive,186
1531,Four-wheel drive,188
1532,Front-wheel drive,188
1533,All-wheel drive,186
1534,All-wheel drive,186
1535,Front-wheel drive,188
1536,Front-wheel drive,188
1537,All-wheel drive,186
1538,All-wheel drive,186
1539,Front-wheel drive,254
1540,Front-wheel drive,254
1541,Front-wheel drive,254
1542,Front-wheel drive,254
1543,Front-wheel drive,254
1544,Front-wheel drive,254
1545,All-wheel drive,64
1546,Rear-wheel drive,64
1547,All-wheel drive,64
1548,Rear-wheel drive,64
1549,All-wheel drive,64
1550,Rear-wheel drive,64
1551,All-wheel drive,64
1552,Front-wheel drive,254
1553,Front-wheel drive,254
1554,Front-wheel drive,254
1555,Front-wheel drive,254
1556,Front-wheel drive,254
1557,Front-wheel drive,254
1558,Rear-wheel drive,137
1559,Rear-wheel drive,137
1560,All-wheel drive,137
1561,All-wheel drive,137
1562,Rear-wheel drive,125
1563,All-wheel drive,125
1564,Rear-wheel drive,125
1565,All-wheel drive,125
1566,Rear-wheel drive,125
1567,All-wheel drive,125
1568,Rear-wheel drive,125
1569,All-wheel drive,125
1570,Rear-wheel drive,135
1571,Four-wheel drive,135
1572,Rear-wheel drive,135
1573,Four-wheel drive,135
1574,Front-wheel drive,203
1575,Front-wheel drive,203
1576,Front-wheel drive,203
1577,Front-wheel drive,203
1578,Front-wheel drive,142
1579,Four-wheel drive,142
1580,Front-wheel drive,142
1581,Four-wheel drive,142
1582,Front-wheel drive,142
1583,Four-wheel drive,142
1584,Front-wheel drive,142
1585,Four-wheel drive,142
1586,Front-wheel drive,216
1587,Front-wheel drive,216
1588,Front-wheel drive,216
1589,Front-wheel drive,142
1590,Four-wheel drive,142
1591,Front-wheel drive,142
1592,Four-wheel drive,142
1593,Front-wheel drive,142
1594,Four-wheel drive,26
1595,Rear-wheel drive,135
1596,Rear-wheel drive,135
1597,Front-wheel drive,183
1598,Front-wheel drive,183
1599,Front-wheel drive,183
1600,Front-wheel drive,183
1601,Front-wheel drive,252
1602,Four-wheel drive,252
1603,Front-wheel drive,252
1604,Four-wheel drive,252
1605,Front-wheel drive,132
1606,Front-wheel drive,132
1607,All-wheel drive,132
1608,Front-wheel drive,132
1609,All-wheel drive,132
1610,All-wheel drive,132
1611,Front-wheel drive,132
1612,All-wheel drive,132
1613,All-wheel drive,132
1614,Rear-wheel drive,135
1615,All-wheel drive,135
1616,Rear-wheel drive,135
1617,All-wheel drive,135
1618,Rear-wheel drive,135
1619,All-wheel drive,135
1620,Rear-wheel drive,135
1621,All-wheel drive,135
1622,Four-wheel drive,110
1623,Rear-wheel drive,110
1624,Four-wheel drive,110
1625,Four-wheel drive,110
1626,Rear-wheel drive,110
1627,Four-wheel drive,110
1628,Four-wheel drive,110
1629,Four-wheel drive,110
1630,Four-wheel drive,110
1631,Rear-wheel drive,110
1632,Rear-wheel drive,110
1633,Four-wheel drive,110
1634,Four-wheel drive,110
1635,Rear-wheel drive,110
1636,Four-wheel drive,110
1637,Rear-wheel drive,110
1638,Front-wheel drive,139
1639,Front-wheel drive,139
1640,All-wheel drive,200
1641,Rear-wheel drive,188
1642,Rear-wheel drive,188
1643,Rear-wheel drive,188
1644,All-wheel drive,200
1645,All-wheel drive,200
1646,Rear-wheel drive,188
1647,All-wheel drive,200
1648,Rear-wheel drive,188
1649,Rear-wheel drive,188
1650,All-wheel drive,24
1651,All-wheel drive,24
1652,All-wheel drive,24
1653,All-wheel drive,24
1654,Rear-wheel drive,24
1655,Rear-wheel drive,24
1656,All-wheel drive,200
1657,All-wheel drive,24
1658,All-wheel drive,200
1659,All-wheel drive,24
1660,Rear-wheel drive,188
1661,Front-wheel drive,221
1662,Front-wheel drive,231
1663,Front-wheel drive,254
1664,Front-wheel drive,254
1665,Front-wheel drive,229
1666,Front-wheel drive,214
1667,Front-wheel drive,229
1668,Front-wheel drive,3
1669,All-wheel drive,19
1670,Front-wheel drive,3
1671,Front-wheel drive,208
1672,Front-wheel drive,3
1673,All-wheel drive,19
1674,Front-wheel drive,3
1675,Front-wheel drive,3
1676,All-wheel drive,19
1677,Rear-wheel drive,183
1678,Rear-wheel drive,183
1679,Rear-wheel drive,183
1680,Rear-wheel drive,183
1681,Front-wheel drive,233
1682,Rear-wheel drive,17
1683,Rear-wheel drive,17
1684,Rear-wheel drive,17
1685,Rear-wheel drive,17
1686,Rear-wheel drive,17
1687,Rear-wheel drive,246
1688,Rear-wheel drive,17
1689,Rear-wheel drive,17
1690,Rear-wheel drive,17
1691,All-wheel drive,28
1692,All-wheel drive,28
1693,Front-wheel drive,28
1694,Front-wheel drive,28
1695,All-wheel drive,28
1696,All-wheel drive,28
1697,All-wheel drive,210
1698,All-wheel drive,210
1699,Rear-wheel drive,17
1700,All-wheel drive,175
1701,All-wheel drive,175
1702,Front-wheel drive,175
1703,Front-wheel drive,175
1704,All-wheel drive,175
1705,All-wheel drive,175
1706,Front-wheel drive,173
1707,All-wheel drive,173
1708,All-wheel drive,178
1709,Front-wheel drive,178
1710,Rear-wheel drive,135
1711,All-wheel drive,135
1712,Rear-wheel drive,135
1713,All-wheel drive,135
1714,Rear-wheel drive,135
1715,All-wheel drive,135
1716,Rear-wheel drive,135
1717,All-wheel drive,135
1718,Front-wheel drive,165
1719,All-wheel drive,165
1720,All-wheel drive,165
1721,Front-wheel drive,165
1722,Front-wheel drive,191
1723,All-wheel drive,191
1724,Front-wheel drive,191
1725,All-wheel drive,191
1726,Front-wheel drive,191
1727,All-wheel drive,191
1728,Front-wheel drive,214
1729,Front-wheel drive,214
1730,Front-wheel drive,214
1731,All-wheel drive,214
1732,Front-wheel drive,214
1733,Front-wheel drive,214
1734,Front-wheel drive,214
1735,Front-wheel drive,214
1736,All-wheel drive,214
1737,Front-wheel drive,252
1738,Four-wheel drive,252
1739,Front-wheel drive,252
1740,Four-wheel drive,252
1741,Four-wheel drive,252
1742,Front-wheel drive,229
1743,Front-wheel drive,229
1744,Front-wheel drive,195
1745,Front-wheel drive,195
1746,Front-wheel drive,195
1747,Front-wheel drive,195
1748,Front-wheel drive,190
1749,Front-wheel drive,190
1750,Front-wheel drive,190
1751,Front-wheel drive,190
1752,Front-wheel drive,190
1753,Front-wheel drive,190
1754,Front-wheel drive,190
1755,Front-wheel drive,190
1756,Front-wheel drive,190
1757,Front-wheel drive,190
1758,Front-wheel drive,190
1759,Front-wheel drive,190
1760,Front-wheel drive,190
1761,Front-wheel drive,252
1762,Front-wheel drive,252
1763,Four-wheel drive,252
1764,Front-wheel drive,252
1765,Front-wheel drive,252
1766,Four-wheel drive,252
1767,Front-wheel drive,252
1768,Front-wheel drive,252
1769,Four-wheel drive,252
1770,Front-wheel drive,190
1771,Front-wheel drive,190
1772,Front-wheel drive,190
1773,Front-wheel drive,190
1774,Front-wheel drive,252
1775,Four-wheel drive,11
1776,Front-wheel drive,252
1777,Four-wheel drive,11
1778,Front-wheel drive,252
1779,Four-wheel drive,11
1780,Front-wheel drive,190
1781,Front-wheel drive,190
1782,Front-wheel drive,190
1783,Front-wheel drive,190
1784,Front-wheel drive,190
1785,Front-wheel drive,190
1786,Front-wheel drive,190
1787,Front-wheel drive,190
1788,Front-wheel drive,190
1789,Front-wheel drive,180
1790,Front-wheel drive,180
1791,Front-wheel drive,57
1792,Four-wheel drive,57
1793,All-wheel drive,57
1794,Four-wheel drive,57
1795,Front-wheel drive,57
1796,Four-wheel drive,57
1797,Four-wheel drive,57
1798,Front-wheel drive,57
1799,Four-wheel drive,57
1800,All-wheel drive,57
1801,All-wheel drive,57
1802,Front-wheel drive,79
1803,Front-wheel drive,79
1804,Front-wheel drive,79
1805,Front-wheel drive,79
1806,Front-wheel drive,94
1807,Front-wheel drive,94
1808,Front-wheel drive,94
1809,Front-wheel drive,94
1810,Front-wheel drive,11
1811,Four-wheel drive,11
1812,Front-wheel drive,54
1813,Four-wheel drive,54
1814,Front-wheel drive,54
1815,Four-wheel drive,54
1816,Front-wheel drive,54
1817,Four-wheel drive,54
1818,Front-wheel drive,190
1819,Front-wheel drive,190
1820,Front-wheel drive,190
1821,Front-wheel drive,190
1822,Front-wheel drive,190
1823,Front-wheel drive,190
1824,Front-wheel drive,190
1825,Rear-wheel drive,193
1826,All-wheel drive,193
1827,Rear-wheel drive,193
1828,All-wheel drive,193
1829,Rear-wheel drive,193
1830,All-wheel drive,193
1831,Rear-wheel drive,193
1832,All-wheel drive,193
1833,Rear-wheel drive,193
1834,All-wheel drive,193
1835,Four-wheel drive,191
1836,Four-wheel drive,196
1837,Rear-wheel drive,196
1838,Rear-wheel drive,191
1839,Rear-wheel drive,196
1840,Rear-wheel drive,196
1841,Rear-wheel drive,218
1842,Rear-wheel drive,221
1843,Rear-wheel drive,221
1844,Rear-wheel drive,218
1845,Rear-wheel drive,150
1846,Rear-wheel drive,23
1847,Rear-wheel drive,23
1848,All-wheel drive,23
1849,Rear-wheel drive,115
1850,All-wheel drive,115
1851,All-wheel drive,115
1852,Rear-wheel drive,150
1853,All-wheel drive,150
1854,Rear-wheel drive,221
1855,All-wheel drive,221
1856,Rear-wheel drive,221
1857,All-wheel drive,221
1858,Rear-wheel drive,221
1859,All-wheel drive,221
1860,Rear-wheel drive,221
1861,All-wheel drive,221
1862,Rear-wheel drive,221
1863,All-wheel drive,221
1864,Rear-wheel drive,115
1865,All-wheel drive,115
1866,All-wheel drive,142
1867,Rear-wheel drive,165
1868,Rear-wheel drive,221
1869,Rear-wheel drive,183
1870,All-wheel drive,183
1871,Rear-wheel drive,183
1872,All-wheel drive,183
1873,Rear-wheel drive,183
1874,Rear-wheel drive,228
1875,Front-wheel drive,254
1876,Front-wheel drive,254
1877,Front-wheel drive,254
1878,Rear-wheel drive,165
1879,Front-wheel drive,254
1880,Front-wheel drive,254
1881,Front-wheel drive,254
1882,Front-wheel drive,254
1883,Front-wheel drive,254
1884,Front-wheel drive,254
1885,Rear-wheel drive,23
1886,All-wheel drive,23
1887,All-wheel drive,23
1888,Rear-wheel drive,23
1889,Rear-wheel drive,170
1890,Rear-wheel drive,170
1891,Rear-wheel drive,170
1892,Rear-wheel drive,94
1893,Rear-wheel drive,228
1894,All-wheel drive,244
1895,Rear-wheel drive,228
1896,All-wheel drive,244
1897,Rear-wheel drive,170
1898,Rear-wheel drive,170
1899,Rear-wheel drive,170
1900,Rear-wheel drive,221
1901,All-wheel drive,233
1902,Rear-wheel drive,221
1903,All-wheel drive,233
1904,Front-wheel drive,74
1905,All-wheel drive,74
1906,Front-wheel drive,74
1907,All-wheel drive,74
1908,Rear-wheel drive,221
1909,All-wheel drive,233
1910,Rear-wheel drive,221
1911,All-wheel drive,233
1912,Rear-wheel drive,183
1913,All-wheel drive,183
1914,Rear-wheel drive,183
1915,All-wheel drive,183
1916,Rear-wheel drive,183
1917,Rear-wheel drive,183
1918,Rear-wheel drive,183
1919,All-wheel drive,183
1920,Rear-wheel drive,181
1921,Four-wheel drive,181
1922,Rear-wheel drive,181
1923,Four-wheel drive,181
1924,Rear-wheel drive,181
1925,Four-wheel drive,181
1926,Rear-wheel drive,181
1927,Four-wheel drive,181
1928,Rear-wheel drive,181
1929,Four-wheel drive,181
1930,Rear-wheel drive,181
1931,Four-wheel drive,181
1932,Rear-wheel drive,181
1933,Four-wheel drive,181
1934,Rear-wheel drive,181
1935,Rear-wheel drive,181
1936,Rear-wheel drive,203
1937,All-wheel drive,203
1938,Rear-wheel drive,203
1939,Front-wheel drive,190
1940,Front-wheel drive,190
1941,Front-wheel drive,190
1942,Front-wheel drive,190
1943,Front-wheel drive,190
1944,Front-wheel drive,190
1945,Front-wheel drive,190
1946,Front-wheel drive,57
1947,All-wheel drive,57
1948,Front-wheel drive,57
1949,All-wheel drive,57
1950,Front-wheel drive,57
1951,All-wheel drive,57
1952,Front-wheel drive,57
1953,All-wheel drive,57
1954,Front-wheel drive,57
1955,All-wheel drive,57
1956,Front-wheel drive,190
1957,Front-wheel drive,190
1958,Front-wheel drive,190
1959,Front-wheel drive,190
1960,Front-wheel drive,190
1961,Front-wheel drive,190
1962,Front-wheel drive,190
1963,Front-wheel drive,190
1964,Front-wheel drive,190
1965,Rear-wheel drive,198
1966,All-wheel drive,198
1967,All-wheel drive,198
1968,Rear-wheel drive,186
1969,All-wheel drive,198
1970,Rear-wheel drive,198
1971,All-wheel drive,198
1972,All-wheel drive,198
1973,Rear-wheel drive,198
1974,Rear-wheel drive,9
1975,All-wheel drive,9
1976,All-wheel drive,27
1977,Rear-wheel drive,27
1978,Rear-wheel drive,9
1979,Rear-wheel drive,168
1980,Four-wheel drive,168
1981,Rear-wheel drive,168
1982,Four-wheel drive,168
1983,Rear-wheel drive,168
1984,Four-wheel drive,168
1985,Rear-wheel drive,168
1986,Four-wheel drive,168
1987,Rear-wheel drive,168
1988,Four-wheel drive,168
1989,Rear-wheel drive,168
1990,Four-wheel drive,168
1991,Rear-wheel drive,168
1992,Four-wheel drive,168
1993,Rear-wheel drive,168
1994,Four-wheel drive,168
1995,Rear-wheel drive,168
1996,Four-wheel drive,168
1997,Rear-wheel drive,168
1998,Four-wheel drive,168
1999,Rear-wheel drive,220
2000,Rear-wheel drive,220
2001,Rear-wheel drive,220
2002,Rear-wheel drive,220
2003,Rear-wheel drive,220
2004,Rear-wheel drive,220
2005,Rear-wheel drive,230
2006,Rear-wheel drive,230
2007,Rear-wheel drive,230
2008,Rear-wheel drive,230
2009,Rear-wheel drive,230
2010,Rear-wheel drive,230
2011,Rear-wheel drive,220
2012,Rear-wheel drive,220
2013,Rear-wheel drive,220
2014,Rear-wheel drive,220
2015,Rear-wheel drive,220
2016,Rear-wheel drive,220
2017,Rear-wheel drive,230
2018,Rear-wheel drive,230
2019,Rear-wheel drive,230
2020,Rear-wheel drive,230
2021,Rear-wheel drive,61
2022,Rear-wheel drive,61
2023,Rear-wheel drive,61
2024,Rear-wheel drive,61
2025,Rear-wheel drive,61
2026,Rear-wheel drive,172
2027,Rear-wheel drive,172
2028,All-wheel drive,188
2029,Rear-wheel drive,61
2030,Rear-wheel drive,61
2031,Rear-wheel drive,61
2032,Rear-wheel drive,61
2033,Rear-wheel drive,61
2034,Front-wheel drive,74
2035,All-wheel drive,74
2036,Front-wheel drive,74
2037,All-wheel drive,74
2038,Front-wheel drive,244
2039,Front-wheel drive,244
2040,Front-wheel drive,148
2041,All-wheel drive,148
2042,Front-wheel drive,224
2043,All-wheel drive,224
2044,Front-wheel drive,224
2045,Front-wheel drive,224
2046,All-wheel drive,224
2047,Front-wheel drive,224
2048,All-wheel drive,224
2049,Front-wheel drive,224
2050,All-wheel drive,224
2051,Front-wheel drive,224
